SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-1IKJJ-0005-SM-CMKFS		B1		7.3	Blood	Whole Blood	0013756	1084		BP-59440	RNA isolation_PAXgene Blood RNA (Manual)	01/09/2015	LCSET-9116	07/18/2016	TruSeq.v1	RNASEQ		0.967203	542965	0.983364		0.968118	0.799713		19238	1		76		0.00214125	192	0	1.33523e+08	0.0153287	214019	1.3792e+08	1.00041e+07		19250	6.64618e+07			0	0.183652	0.968118	0.774216	1.33523e+08	0.00294785	3.18106e+07	2.31777e+08	3.19443e+07	250	3.20362e+07	3.83981e+07	0.00254417	3.18568e+07	49.8596	0.00155176	0.969032		0	50.1049
GTEX-1IKK5-0006-SM-CMKFI		B1		8.4	Blood	Whole Blood	0013756	397		BP-59440	RNA isolation_PAXgene Blood RNA (Manual)	01/09/2015	LCSET-9116	07/18/2016	TruSeq.v1	RNASEQ		0.975561	629506	0.983066		0.976342	0.803866		18852	1		76		0.0022866	263	0	1.39077e+08	0.0158939	140482	1.42447e+08	8.88745e+06		18862	6.92751e+07			0	0.1792	0.976342	0.784848	1.39077e+08	0.00315413	3.3177e+07	1.99457e+08	3.31672e+07	286	3.31882e+07	3.75466e+07	0.00272002	3.32844e+07	50.0724	0.000986207	0.977122		0	49.9926
GTEX-1IKOE-0005-SM-CMKFL		B1		8.6	Blood	Whole Blood	0013756	-57		BP-59701	RNA isolation_PAXgene Blood RNA (Manual)	01/16/2015	LCSET-9116	07/18/2016	TruSeq.v1	RNASEQ		0.992007	3.04161e+06	0.915608		0.993315	0.74989		19966	1		76		0.00199778	193	0	1.14247e+08	0.0841038	467175	1.15016e+08	7.41650e+06		19981	5.69191e+07			0	0.165717	0.993315	0.744877	1.14247e+08	0.00347322	2.4257e+07	1.23982e+08	2.44292e+07	210	2.44524e+07	2.36247e+07	0.00273453	2.45037e+07	50.0524	0.00406184	0.994623		0	50.1768
GTEX-1IKOH-0006-SM-CMKFM		B1		7.1	Blood	Whole Blood	0013756	1053		BP-59701	RNA isolation_PAXgene Blood RNA (Manual)	01/16/2015	LCSET-9116	07/18/2016	TruSeq.v1	RNASEQ		0.971135	895689	0.962706		0.972183	0.776857		17632	1		76		0.00142201	106	0	1.04296e+08	0.036078	349002	1.0728e+08	7.39432e+06		17634	5.18867e+07			0	0.185848	0.972183	0.755248	1.04296e+08	0.00263435	2.4455e+07	1.85266e+08	2.44879e+07	150	2.45477e+07	2.80459e+07	0.00202753	2.45442e+07	49.9965	0.00325318	0.973232		0	50.0336
GTEX-1IL2U-0006-SM-CMKFP		C1		8.9	Blood	Whole Blood	0013756	378		BP-59701	RNA isolation_PAXgene Blood RNA (Manual)	01/16/2015	LCSET-9116	07/18/2016	TruSeq.v1	RNASEQ		0.988332	3.63576e+06	0.908836		0.989409	0.698921		20781	1		76		0.00233396	148	0	1.17623e+08	0.0905132	183983	1.18882e+08	8.16633e+06		20808	5.85923e+07			0	0.209915	0.989409	0.691519	1.17623e+08	0.0033674	2.52894e+07	1.92165e+08	2.54614e+07	175	2.55119e+07	2.47574e+07	0.00285012	2.54773e+07	49.9661	0.00154761	0.990486		0	50.1695
GTEX-1IL2V-0006-SM-CMKFN		B1		8.9	Blood	Whole Blood	0013756	786		BP-59701	RNA isolation_PAXgene Blood RNA (Manual)	01/16/2015	LCSET-9116	07/18/2016	TruSeq.v1	RNASEQ		0.981857	2.89679e+06	0.919798		0.982842	0.725378		19796	1		76		0.0023615	139	0	1.1157e+08	0.0794467	155396	1.13518e+08	7.95372e+06		19817	5.55646e+07			0	0.19442	0.982842	0.712932	1.1157e+08	0.00319461	2.44012e+07	1.73193e+08	2.46214e+07	167	2.46345e+07	2.51640e+07	0.00277763	2.46029e+07	49.9679	0.00136892	0.983826		0	50.2245
GTEX-1IOXB-0006-SM-CMKFO		B1		8.9	Blood	Whole Blood	0013756	581		BP-59701	RNA isolation_PAXgene Blood RNA (Manual)	01/16/2015	LCSET-9116	07/18/2016	TruSeq.v1	RNASEQ		0.989828	378801	0.977405		0.991086	0.76728		18286	1		76		0.00253391	96	0	5.50151e+07	0.0219827	302158	5.55099e+07	4.056e+06		18298	2.73523e+07			0	0.210124	0.991086	0.760441	5.50151e+07	0.00346081	1.26958e+07	4.75894e+07	1.27515e+07	107	1.27861e+07	1.18656e+07	0.00299678	1.27336e+07	49.8971	0.00544331	0.992345		0	50.1096
GTEX-1IY9M-0005-SM-CNNOU		B1		8.9	Blood	Whole Blood	0013756	963		BP-59701	RNA isolation_PAXgene Blood RNA (Manual)	01/16/2015	LCSET-9410	07/26/2016	TruSeq.v1	RNASEQ		0.989573	1.57568e+06	0.953602		0.991748	0.742542		21802	1		76		0.00282084	273	0	1.12932e+08	0.0458139	575708	1.13872e+08	1.29021e+07		21829	5.61984e+07			0	0.21106	0.991748	0.736415	1.12932e+08	0.00389335	2.49286e+07	7.57357e+07	2.50958e+07	268	2.51836e+07	2.12318e+07	0.00335592	2.51042e+07	49.9211	0.00505575	0.993922		0	50.1671
GTEX-1J8EW-0006-SM-CNNOW		B1		8.4	Blood	Whole Blood	0013756	1040		BP-59919	RNA isolation_PAXgene Blood RNA (Manual)	01/23/2015	LCSET-9410	07/26/2016	TruSeq.v1	RNASEQ		0.981223	314746	0.980267		0.983055	0.771876		20935	1		76		0.00260784	201	0	1.06355e+08	0.0190696	212799	1.08188e+08	1.2003e+07		20961	5.29447e+07			0	0.208392	0.983055	0.758796	1.06355e+08	0.00369104	2.44551e+07	8.75194e+07	2.44879e+07	223	2.45764e+07	2.3767e+07	0.00314843	2.45605e+07	49.9839	0.00196693	0.984887		0	50.0335
GTEX-1J8JJ-0006-SM-CNNOX		B1		8.2	Blood	Whole Blood	0013756	1034		BP-59979	RNA isolation_PAXgene Blood RNA (Manual)	01/26/2015	LCSET-9410	07/26/2016	TruSeq.v1	RNASEQ		0.984287	811889	0.974329		0.986181	0.785646		19576	1		76		0.00248138	198	0	1.1654e+08	0.0246878	219271	1.18173e+08	1.17773e+07		19594	5.80025e+07			0	0.188683	0.986181	0.77479	1.1654e+08	0.00384726	2.73287e+07	1.53943e+08	2.73448e+07	236	2.74148e+07	3.0217e+07	0.00316301	2.75003e+07	50.0779	0.00185551	0.988075		0	50.0148
GTEX-1J8Q2-0006-SM-CNNOZ		B1		8.6	Blood	Whole Blood	0013756	886		BP-59979	RNA isolation_PAXgene Blood RNA (Manual)	01/26/2015	LCSET-9410	07/26/2016	TruSeq.v1	RNASEQ		0.984794	1.34196e+06	0.947419		0.987112	0.726647		18400	1		76		0.00258197	105	0	8.35883e+07	0.0518272	116199	8.46797e+07	9.151e+06		18413	4.15652e+07			0	0.220771	0.987112	0.717282	8.35883e+07	0.00437144	1.8801e+07	1.08213e+08	1.88974e+07	130	1.89229e+07	1.80833e+07	0.0034746	1.90134e+07	50.1192	0.00137222	0.98943		0	50.1278
GTEX-1J8Q3-0005-SM-CNNOY		B1		9.1	Blood	Whole Blood	0013756	-152		BP-59979	RNA isolation_PAXgene Blood RNA (Manual)	01/26/2015	LCSET-9410	07/26/2016	TruSeq.v1	RNASEQ		0.989682	1.71136e+06	0.952334		0.991636	0.791908		19413	1		76		0.00214303	268	0	1.23249e+08	0.0469669	270338	1.24288e+08	1.20844e+07		19430	6.13648e+07			0	0.160425	0.991636	0.785285	1.23249e+08	0.00373739	2.7729e+07	1.33808e+08	2.78333e+07	280	2.78936e+07	2.91258e+07	0.00293864	2.79249e+07	50.028	0.00217509	0.99359		0	50.0938
GTEX-1J8QM-0006-SM-CNNP1		B1		8.9	Blood	Whole Blood	0013756	-178		BP-59979	RNA isolation_PAXgene Blood RNA (Manual)	01/26/2015	LCSET-9410	07/26/2016	TruSeq.v1	RNASEQ		0.989629	2.18109e+06	0.925105		0.991467	0.754244		19483	1		76		0.00261447	153	0	1.0287e+08	0.0740501	246255	1.03756e+08	1.09171e+07		19501	5.12083e+07			0	0.170862	0.991467	0.747808	1.0287e+08	0.0036932	2.23692e+07	1.30347e+08	2.24792e+07	194	2.2532e+07	2.26134e+07	0.00315284	2.2538e+07	50.0067	0.00237341	0.993305		0	50.1227
GTEX-1JJ6O-0005-SM-DHXJ4		B1		7.7	Blood	Whole Blood	0013756	893		BP-60197	RNA isolation_PAXgene Blood RNA (Manual)	02/03/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.954706	245553	0.991028		0.955454	0.826734		16336	1		76		0.00223503	189	0	1.16364e+08	0.00786595	155575	1.2179e+08	5.64734e+06		16339	5.79494e+07			0	0.164293	0.955454	0.789906	1.16364e+08	0.00250767	2.81607e+07	2.04999e+08	2.81172e+07	230	2.81354e+07	3.56026e+07	0.00237124	2.8248e+07	50.0998	0.00127741	0.956201		0	49.9613
GTEX-1JJE9-0006-SM-CGQEB		B1		5.8	Blood	Whole Blood	0013756	887		BP-60387	RNA isolation_PAXgene Blood RNA (Manual)	02/10/2015	LCSET-9104	06/20/2016	TruSeq.v1	RNASEQ		0.955571	678695	0.984177		0.957924	0.815398		17188	1		76		0.00366673	262	0	2.2177e+08	0.0129253	487646	2.31511e+08	1.61094e+07		17190	1.10152e+08			0	0.168779	0.957924	0.781089	2.2177e+08	0.00390742	5.34657e+07	4.61125e+08	5.38088e+07	298	5.41592e+07	6.40318e+07	0.0037803	5.37816e+07	49.8251	0.00210636	0.960277		0	50.1599
GTEX-1JJEA-0006-SM-DHXJ2		B1		8.4	Blood	Whole Blood	0013756	935		BP-60387	RNA isolation_PAXgene Blood RNA (Manual)	02/10/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.98205	423217	0.981581		0.982838	0.801795		19773	1		76		0.00242724	201	0	1.12125e+08	0.0175842	283382	1.14083e+08	5.9425e+06		19789	5.58569e+07			0	0.179786	0.982838	0.788034	1.12125e+08	0.00299665	2.6122e+07	1.45272e+08	2.61912e+07	240	2.62236e+07	2.88794e+07	0.00271171	2.61843e+07	49.9625	0.002484	0.983625		0	50.0661
GTEX-1JK1U-0006-SM-DHXJ3		B1		9.4	Blood	Whole Blood	0013756	-99		BP-60387	RNA isolation_PAXgene Blood RNA (Manual)	02/10/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.991624	697169	0.966456		0.992619	0.809972		19236	1		76		0.00248714	271	0	1.0759e+08	0.0329719	378659	1.0839e+08	5.96557e+06		19252	5.36034e+07			0	0.156484	0.992619	0.803993	1.0759e+08	0.00269572	2.38542e+07	5.51497e+07	2.40836e+07	275	2.40973e+07	2.37685e+07	0.00259133	2.39496e+07	49.8462	0.00349348	0.993614		0	50.2393
GTEX-1JKYN-0006-SM-DHXJ5		B1		8.7	Blood	Whole Blood	0013756	-215		BP-60520	RNA isolation_PAXgene Blood RNA (Manual)	02/13/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.986671	500313	0.975494		0.987594	0.818412		19534	1		76		0.00237151	190	0	1.03292e+08	0.0237146	221736	1.04589e+08	5.62748e+06		19544	5.1454e+07			0	0.157082	0.987594	0.808259	1.03292e+08	0.00279568	2.38923e+07	1.08875e+08	2.40962e+07	207	2.40814e+07	2.70124e+07	0.0025834	2.40118e+07	49.9277	0.00212007	0.988518		0	50.2125
GTEX-1JKYR-0005-SM-DHXL5		B1		8.1	Blood	Whole Blood	0013756	-3		BP-60520	RNA isolation_PAXgene Blood RNA (Manual)	02/13/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.987632	551542	0.977137		0.988421	0.828236		19279	1		76		0.00232392	206	0	1.08067e+08	0.0221726	548869	1.09333e+08	5.88781e+06		19292	5.38305e+07			0	0.148901	0.988421	0.818647	1.08067e+08	0.00270462	2.48272e+07	1.10039e+08	2.5116e+07	231	2.51059e+07	2.81157e+07	0.00251412	2.49255e+07	49.8198	0.00502018	0.989211		0	50.2891
GTEX-1JMLX-0006-SM-DHXJ6		B1		8.4	Blood	Whole Blood	0013756	1109		BP-60699	RNA isolation_PAXgene Blood RNA (Manual)	02/20/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.963614	224842	0.991665		0.964495	0.826682		17645	1		76		0.00199358	256	0	1.27795e+08	0.00704284	106789	1.325e+08	6.6886e+06		17650	6.35946e+07			0	0.164983	0.964495	0.797331	1.27795e+08	0.00244867	3.11537e+07	2.23008e+08	3.1111e+07	263	3.11727e+07	3.97262e+07	0.00222092	3.12061e+07	50.0268	0.000805957	0.965377		0	49.9657
GTEX-1JMOU-0006-SM-DHXJ7		B1		8.1	Blood	Whole Blood	0013756	1301		BP-60699	RNA isolation_PAXgene Blood RNA (Manual)	02/20/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.991752	550064	0.970811		0.992835	0.771774		20398	1		76		0.00265787	138	0	8.49236e+07	0.0286223	325165	8.55365e+07	4.75916e+06		20426	4.22908e+07			0	0.199037	0.992835	0.766244	8.49236e+07	0.00317781	1.90207e+07	5.35704e+07	1.92437e+07	160	1.92792e+07	1.76445e+07	0.00291756	1.90811e+07	49.7417	0.00380148	0.993918		0	50.2914
GTEX-1JMPY-0006-SM-DHXJ8		B1		8.4	Blood	Whole Blood	0013756	-204		BP-60761	RNA isolation_PAXgene Blood RNA (Manual)	02/23/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.992721	704545	0.959848		0.993452	0.794542		20398	1		76		0.00252841	198	0	9.2028e+07	0.0396531	273528	9.26346e+07	4.92728e+06		20416	4.58616e+07			0	0.165306	0.993452	0.789339	9.2028e+07	0.0027477	2.0222e+07	4.45692e+07	2.04352e+07	204	2.04469e+07	1.92827e+07	0.00263797	2.02833e+07	49.7992	0.00295276	0.994182		0	50.2622
GTEX-1JMPZ-0006-SM-DHXJ9		B1		8.5	Blood	Whole Blood	0013756	491		BP-60761	RNA isolation_PAXgene Blood RNA (Manual)	02/23/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.955908	201189	0.993077		0.956595	0.835194		15117	1		76		0.00192492	185	0	1.14518e+08	0.00555858	71733	1.19714e+08	6.37715e+06		15118	5.69829e+07			0	0.157882	0.956595	0.798943	1.14518e+08	0.00224155	2.81743e+07	2.22547e+08	2.80374e+07	223	2.80994e+07	3.65044e+07	0.00208312	2.82015e+07	50.0906	0.000599203	0.957282		0	49.8782
GTEX-1JMQI-0005-SM-DHXJA		B1		8.7	Blood	Whole Blood	0013756	-1287		BP-60761	RNA isolation_PAXgene Blood RNA (Manual)	02/23/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.952023	375117	0.986479		0.952928	0.827446		16462	1		76		0.00211449	184	0	1.16805e+08	0.0125646	150844	1.22575e+08	6.6223e+06		16465	5.81523e+07			0	0.159033	0.952928	0.788497	1.16805e+08	0.00263915	2.82452e+07	2.40665e+08	2.82852e+07	217	2.83212e+07	3.73575e+07	0.00237657	2.833e+07	50.0078	0.00123063	0.953833		0	50.0353
GTEX-1JMQJ-0006-SM-DHXJD		B1		8.4	Blood	Whole Blood	0013756	721		BP-60761	RNA isolation_PAXgene Blood RNA (Manual)	02/23/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.961754	295864	0.989538		0.962488	0.813631		18017	1		76		0.00227538	191	0	1.21519e+08	0.00946656	189971	1.26255e+08	6.74287e+06		18026	6.05051e+07			0	0.175907	0.962488	0.783109	1.21519e+08	0.0026317	2.93474e+07	2.07169e+08	2.93321e+07	235	2.9351e+07	3.56187e+07	0.0024534	2.94331e+07	50.0699	0.00150466	0.963221		0	49.987
GTEX-1JMQK-0005-SM-CNPOE		B1		8.3	Blood	Whole Blood	0013756	714		BP-60761	RNA isolation_PAXgene Blood RNA (Manual)	02/23/2015	LCSET-9412	07/31/2016	TruSeq.v1	RNASEQ		0.981579	686639	0.970685		0.984374	0.775751		20834	1		76		0.00622203	136	0	9.31559e+07	0.0274299	293336	9.46347e+07	2.33486e+07		20852	4.62294e+07			0	0.194934	0.984374	0.763629	9.31559e+07	0.00890953	2.07685e+07	5.52259e+07	2.09361e+07	158	2.10537e+07	1.77986e+07	0.00756197	2.09146e+07	49.8342	0.00309967	0.987169		0	50.201
GTEX-1JMQL-0006-SM-DHXJB		B1		7.2	Blood	Whole Blood	0013756	574		BP-60761	RNA isolation_PAXgene Blood RNA (Manual)	02/23/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.966729	181072	0.990948		0.967448	0.831378		17656	1		76		0.00224148	145	0	1.06935e+08	0.00817239	171567	1.10534e+08	5.60692e+06		17659	5.32688e+07			0	0.15957	0.967448	0.804314	1.06935e+08	0.00274506	2.57572e+07	1.78125e+08	2.58215e+07	192	2.58286e+07	3.25053e+07	0.00249308	2.58411e+07	50.0121	0.00155217	0.968166		0	50.0623
GTEX-1JN1M-0006-SM-DHXJE		B1		8.2	Blood	Whole Blood	0013756	449		BP-61040	RNA isolation_PAXgene Blood RNA (Manual)	02/27/2015	LCSET-10303	01/14/2017	TruSeq.v1	RNASEQ		0.991878	1.23078e+06	0.962531		0.992824	0.788118		20068	1		76		0.00243536	204	0	1.05153e+08	0.0367863	427285	1.05913e+08	5.9057e+06		20085	5.23598e+07			0	0.174413	0.992824	0.782462	1.05153e+08	0.00275735	2.35913e+07	7.89608e+07	2.38498e+07	229	2.3864e+07	2.3969e+07	0.0025962	2.36982e+07	49.8257	0.00403429	0.993769		0	50.2724
GTEX-1JN6P-0005-SM-DIPEH		B1		8.9	Blood	Whole Blood	0013756	745		BP-61120	RNA isolation_PAXgene Blood RNA (Manual)	03/02/2015	LCSET-10311,LCSET-10533	01/26/2017	TruSeq.v1	RNASEQ		0.990691	914376	0.959493		0.992274	0.614054		20602	1		76		0.00297344	112	0	7.58384e+07	0.0400786	223674	7.64289e+07	6.00391e+06		20642	3.77264e+07			0	0.34544	0.992274	0.609309	7.58384e+07	0.00411664	1.68697e+07	3.02486e+07	1.68885e+07	126	1.69714e+07	1.05687e+07	0.00354413	1.69208e+07	49.9254	0.00292656	0.993857		0	50.0278
GTEX-1JN76-0005-SM-EAZ3B		B1		8.4	Blood	Whole Blood	0013756	-10		BP-61398	RNA isolation_PAXgene Blood RNA (Manual)	03/06/2015	LCSET-10517	04/16/2017	TruSeq.v1	RNASEQ		0.990583	819904	0.963382		0.991262	0.836578		19135	1		76		0.00214656	208	0	9.78442e+07	0.0362541	852425	9.87067e+07	7.16509e+06		19143	4.87602e+07			0	0.126804	0.991262	0.829269	9.78442e+07	0.00290767	2.16812e+07	5.43326e+07	2.18336e+07	220	2.17917e+07	2.18491e+07	0.00252685	2.18067e+07	50.0173	0.00863594	0.991942		0	50.1751
GTEX-1K2DA-0005-SM-DIPE7		B1		8.7	Blood	Whole Blood	0013756	-57		BP-61440	RNA isolation_PAXgene Blood RNA (Manual)	03/09/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.992899	923046	0.959041		0.994163	0.816778		19205	1		76		0.00273128	180	0	8.88907e+07	0.0403063	272007	8.94126e+07	6.68408e+06		19218	4.42725e+07			0	0.142264	0.994163	0.81201	8.88907e+07	0.00391901	1.92588e+07	2.63654e+07	1.93779e+07	193	1.94441e+07	1.81143e+07	0.00332439	1.93089e+07	49.8256	0.00304216	0.995428		0	50.1541
GTEX-1K2DU-0005-SM-DIPE8		B1		8.1	Blood	Whole Blood	0013756	383		BP-61603	RNA isolation_PAXgene Blood RNA (Manual)	03/13/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.965126	801730	0.971146		0.966375	0.809411		17960	1		76		0.00222802	133	0	1.08884e+08	0.0275113	100771	1.12672e+08	8.82168e+06		17967	5.41731e+07			0	0.161735	0.966375	0.782195	1.08884e+08	0.00332344	2.54765e+07	1.88298e+08	2.56066e+07	166	2.56719e+07	3.03727e+07	0.00277502	2.55784e+07	49.9087	0.000894373	0.967625		0	50.1273
GTEX-1K9T9-0006-SM-DIPE9		B1		9.1	Blood	Whole Blood	0013756	384		BP-61603	RNA isolation_PAXgene Blood RNA (Manual)	03/13/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.992051	888509	0.966216		0.99326	0.78899		20683	1		76		0.00255348	191	0	1.0376e+08	0.0332001	107312	1.04464e+08	7.57628e+06		20707	5.16754e+07			0	0.177226	0.99326	0.783672	1.0376e+08	0.00357875	2.30404e+07	5.32918e+07	2.31575e+07	205	2.32559e+07	2.18229e+07	0.0030655	2.30773e+07	49.8073	0.00102726	0.994469		0	50.1267
GTEX-1KAFJ-0006-SM-9WPO1		B1		8.7	Blood	Whole Blood	0013756	-211		BP-61653	RNA isolation_PAXgene Blood RNA (Manual)	03/16/2015	LCSET-7429	07/20/2015	TruSeq.v1	RNASEQ		0.976528	352112	0.976387		0.977965	0.825912		18077	1		76		0.00632111	98	0	7.72111e+07	0.0220659	255339	7.89508e+07	1.26211e+07		18084	3.84134e+07			0	0.150475	0.977965	0.807714	7.72111e+07	0.00720229	1.78940e+07	8.92232e+07	1.80381e+07	121	1.80393e+07	1.98195e+07	0.00676105	1.8015e+07	49.9663	0.00323415	0.979403		0	50.2005
GTEX-1KANA-0006-SM-9YFLB		B1		8.1	Blood	Whole Blood	0013756	-183		BP-61834	RNA isolation_PAXgene Blood RNA (Manual)	03/20/2015	LCSET-7536	08/08/2015	TruSeq.v1	RNASEQ		0.973092	500099	0.973697		0.974394	0.805431		18338	1		76		0.00236414	152	0	1.0661e+08	0.0259016	280685	1.09412e+08	3.98886e+06		18348	5.31139e+07			0	0.168266	0.974394	0.784807	1.0661e+08	0.00362673	2.46347e+07	1.37974e+08	2.47884e+07	188	2.48607e+07	2.7355e+07	0.00299459	2.47131e+07	49.8511	0.0025654	0.975696		0	50.1556
GTEX-1KANB-0006-SM-DIPE6		B1		8.9	Blood	Whole Blood	0013756	577		BP-61834	RNA isolation_PAXgene Blood RNA (Manual)	03/20/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.992044	599828	0.975116		0.9933	0.775769		21795	1		76		0.00279723	170	0	1.04712e+08	0.0241293	330907	1.05418e+08	8.05157e+06		21830	5.21233e+07			0	0.199347	0.9933	0.770571	1.04712e+08	0.00384348	2.36552e+07	5.77667e+07	2.36898e+07	193	2.37805e+07	2.26831e+07	0.00331969	2.36998e+07	49.9151	0.00313899	0.994556		0	50.0365
GTEX-1KANC-0006-SM-9YFL8		B1		8.1	Blood	Whole Blood	0013756	-77		BP-61834	RNA isolation_PAXgene Blood RNA (Manual)	03/20/2015	LCSET-7536,LCSET-7767	08/22/2015	TruSeq.v1	RNASEQ		0.969481	937284	0.959259		0.971593	0.792685		19561	1		76		0.00331786	193	0	1.22734e+08	0.0393884	323025	1.26322e+08	1.59565e+07		19579	6.1044e+07			0	0.166575	0.971593	0.770167	1.22734e+08	0.0052119	2.77113e+07	1.53738e+08	2.78062e+07	216	2.77885e+07	2.82152e+07	0.00426282	2.8003e+07	50.1922	0.00255716	0.973704		0	50.0854
GTEX-1KD4Q-0006-SM-DIPEA		B1		7.9	Blood	Whole Blood	0013756	704		BP-62000	RNA isolation_PAXgene Blood RNA (Manual)	03/26/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.945439	243845	0.992804		0.946594	0.814641		16547	1		76		0.00186997	136	0	1.16554e+08	0.00608181	108736	1.2313e+08	9.68448e+06		16548	5.79955e+07			0	0.178163	0.946594	0.771134	1.16554e+08	0.00299361	2.84492e+07	2.38587e+08	2.85159e+07	188	2.85205e+07	3.69155e+07	0.00243111	2.85934e+07	50.0639	0.000883099	0.947749		0	50.0585
GTEX-1KD5A-0006-SM-DIPEB		B1		8.1	Blood	Whole Blood	0013756	522		BP-62000	RNA isolation_PAXgene Blood RNA (Manual)	03/26/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.98097	514589	0.982499		0.982096	0.792482		18696	1		76		0.00241138	195	0	1.21355e+08	0.0165403	176739	1.23567e+08	8.9326e+06		18705	6.04054e+07			0	0.190017	0.982096	0.778294	1.21355e+08	0.0035876	2.86702e+07	1.75026e+08	2.87591e+07	238	2.8781e+07	3.23115e+07	0.00299881	2.87915e+07	50.0091	0.0014303	0.983222		0	50.0774
GTEX-1KWVE-0005-SM-CYPSE		B1		8.2	Blood	Whole Blood	0013756	1242		BP-62000	RNA isolation_PAXgene Blood RNA (Manual)	03/26/2015	LCSET-9770	09/23/2016	TruSeq.v1	RNASEQ		0.975754	229363	0.986944		0.976399	0.813729		18688	1		76		0.0022195	121	0	9.52125e+07	0.0122524	188731	9.75139e+07	7.04444e+06		18696	4.74463e+07			0	0.173215	0.976399	0.794524	9.52125e+07	0.0025966	2.2584e+07	1.44376e+08	2.26782e+07	153	2.26584e+07	2.67356e+07	0.00240792	2.26737e+07	50.0169	0.00193543	0.977044		0	50.1041
GTEX-1KXAM-0005-SM-DIPEC		B1		9.8	Blood	Whole Blood	0013756	-85		BP-62000	RNA isolation_PAXgene Blood RNA (Manual)	03/26/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.99235	695907	0.966527		0.993584	0.799237		19769	1		76		0.0027199	159	0	9.61643e+07	0.0328673	181073	9.67853e+07	7.27386e+06		19785	4.78933e+07			0	0.16729	0.993584	0.794109	9.61643e+07	0.00384773	2.13208e+07	4.3381e+07	2.13901e+07	194	2.14703e+07	2.0383e+07	0.00328312	2.1361e+07	49.8723	0.00187087	0.994817		0	50.081
GTEX-1L5NE-0005-SM-DIPEG		B1		9	Blood	Whole Blood	0013756	-178		BP-62096	RNA isolation_PAXgene Blood RNA (Manual)	03/30/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.991912	1.26539e+06	0.960981		0.993247	0.822528		19555	1		76		0.0023855	271	0	1.18907e+08	0.0385342	485339	1.19715e+08	8.698e+06		19565	5.92284e+07			0	0.138453	0.993247	0.816974	1.18907e+08	0.00331591	2.60257e+07	5.28997e+07	2.62195e+07	316	2.62827e+07	2.5691e+07	0.00285008	2.61304e+07	49.8548	0.00405412	0.994583		0	50.1855
GTEX-1LB8K-0005-SM-DIPED		B1		8.4	Blood	Whole Blood	0013756	582		BP-62263	RNA isolation_PAXgene Blood RNA (Manual)	04/03/2015	LCSET-10311	01/17/2017	TruSeq.v1	RNASEQ		0.97267	469239	0.983488		0.97411	0.810693		18916	1		76		0.00242558	156	0	1.09736e+08	0.0158437	311832	1.12652e+08	8.57672e+06		18923	5.461e+07			0	0.172794	0.97411	0.789704	1.09736e+08	0.00344143	2.56589e+07	1.47328e+08	2.58172e+07	190	2.58993e+07	2.84776e+07	0.00293275	2.57451e+07	49.8507	0.00276809	0.975549		0	50.1538
